tweet,new_tweet,label
The closest I'll ever get to the feeling of defusing a bomb is waiting on the standby page for Coachella tickets. #Coachella2015,closest ever get feeling defusing bomb waiting standby page coachella ticket coachella,1
".@user  welcome to 2016, looks like 2017 is going to be as full of batshit dumb #sjws as 2016.   #dumb #notracist @user",welcome look like going full batshit dumb sjws dumb notracist,1
hot new release! swiftly sharpens the fang  #radicalisation #revenge  #preorder #99c/â¦ ,hot new release swiftly sharpens fang radicalisation revenge preorder c,1
@user are we entering a new age of ? a repoer reflects on the hate crime beat ,entering new age repoer reflects hate crime beat,1
@user travelled for #canucks game sad and disappointed of #oiler fans the  sad i can't cheer for my own team . @user @user,travelled canuck game sad disappointed oiler fan sad cannot cheer team,1
"get over it, the world keeps spinning . ",get world keep spinning,1
@user you win douchelord #2 of the year. good work. #dickhole #douchebag #asshole #yousuck #mysoginist #bigot  #fear,win douchelord year good work dickhole douchebag asshole yousuck mysoginist bigot fear,1
Selling 2 Coachella tickets for second week HMU 4 price includes parking pass too! #COACHELLATICKETS4SALE #COACHELLA2015,selling coachella ticket second week hmu price includes parking pas coachellaticketssale coachella,1
babe y rnt u on the list @donaldglover )-: #Coachella2015,babe rnt list coachella,1
@user this is our time to #fightback against evil men such at #donaldtrump and his  #homophobic and #ego! #peacein2017,time fightback evil men donaldtrump homophobic ego peacein,1
are you #hispanic &amp; feel like the  are stomping â¦ you? listen  #retweet #boricuaâ¦ ,hispanic feel like stomping listen retweet boricua,1
@user and  #ny #developer @user ð¿ racist#deathwish @user @user ,ny developer racistdeathwish,1
"#allahsoil like all religions, islam can be a strong unifying force.    #teambtsâ¦ ",allahsoil like religion islam strong unifying force teambts,1
@user michelle obama âape in heelsâ case is just the beginning #donaldtrump  #america   ,michelle obama ape heel case beginning donaldtrump america,1
who defines ?: historically #oppressed or historic #oppressors/#privileged,defines historically oppressed historic oppressorsprivileged,1
@user please #resign from the @user school board. ,please resign school board,1
#preorder live! #99c/99p swiftly sharpens the fang  #dystopian tale of â¦ ,preorder live cp swiftly sharpens fang dystopian tale,1
"as the smaller hands show, barry probably lied about  being why his #knicks game sucked more than his #golfâ¦ ",smaller hand show barry probably lied knicks game sucked golf,1
"@user man, sees me wearing manchester united hoodie: are you a fan?  me: yes!  man: are you sure? do you even know one player?â¦",man see wearing manchester united hoodie fan yes man sure even know one player,1
"""rambling about: the alt right""  #blacktwitter #tcot #tlot #altright   #bcot  #blacklivesmatter",rambling alt right blacktwitter tcot tlot altright bcot blacklivesmatter,1
this should have been enough 2 just say no #notmypres #wtf2016 #neverump #unpresidented #bigot  â¦ ,enough say notmypres wtf neverump unpresidented bigot,1
give hope. dismantle systemic racism.  #alliesforblacklives #happyholidays #blacklivesmatters #dismantle â¦ ,give hope dismantle systemic racism alliesforblacklives happyholidays blacklivesmatters dismantle,1
#msnbc #cnn #amjoy joe biden: 'i want to thank' trump for unmasking america's  ,msnbc cnn amjoy joe biden want thank trump unmasking america,1
@user #gtfoh if itz not  #crackalogic to malign a black woman abt raising her son instead of arresting the white man who choked him,gtfoh itz crackalogic malign black woman raising son instead arresting white man choked,1
@user @user hitler called... ,hitler called,1
@user you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
"@user ""all bodies are equal""  #bodyimage #body #appearance #women  #nudity #naked #naturism #beauty #nudistâ¦ ",body equal bodyimage body appearance woman nudity naked naturism beauty nudist,1
The lineup for #Coachella2015  looks hella wreak compared to last years! But then again how could u top Outkast?,lineup coachella look hella wreak compared last year could top outkast,1
@user twitter is full of vile #altright  #homophobic #theistic #trolls but man does it give me the juice to #fightlikeagirlâ¦,twitter full vile altright homophobic theistic troll man give juice fightlikeagirl,1
on ya prince charles! - issued veiled warning over #trump and return to 'dark days of 1930s'  #princecharles ,ya prince charles issued veiled warning trump return dark day princecharles,1
@user a genealogy of  #xenophobia #papalbull #colonisation #slavery  #enlightenment #polygeny #pseudoscience ,genealogy xenophobia papalbull colonisation slavery enlightenment polygeny pseudoscience,1
"@user no liberal believes that. we are the pay of inclusivity who believes in equality for all, anywhere. you are a traâ¦ ",liberal belief pay inclusivity belief equality anywhere tra,1
 adveisments naked fucking whores ,adveisments naked fucking whore,1
@user what is your problem? ,problem,1
no joking matter! officers fired for joke about target practice in #black neighborhoods  via @user ,joking matter officer fired joke target practice black neighborhood via,1
most recent criminal negligence by authorities in health &amp; detention staff caused death of #msdhu &amp; #faisal. .,recent criminal negligence authority health detention staff caused death msdhu faisal,1
The @coachella line up always breaks my heart. #Coachella2015 #coachellalineup #Coachella,line always break heart coachella coachellalineup coachella,1
everyone blamed black/brown communities for crack; who's to blame here? #doublestandard  #drugsâ¦ ,everyone blamed blackbrown community crack blame doublestandard drug,1
@user @user @user typical lying #leftist! thats slander of a grp!  #christians dont kill 4 #christianity!,typical lying leftist slander grp christian kill christianity,1
@user where on eah is pastor #mmusimaimane? is he perhaps in prayer &amp; meditation on how to respond with spin to thisâ¦ ,eah pastor mmusimaimane perhaps prayer meditation respond spin,1
ok back to oogling and crying at this lineup T_______T #Coachella2015,ok back oogling cry lineup tt coachella,1
"dear #leftistlunatics, change a few words and tell me how your aicle isn't ? you people are sick. ",dear leftistlunatics change word tell aicle people sick,1
 porn vids wwwsmallgirlsexcom,porn vids wwwsmallgirlsexcom,1
hiv infection from oral sex  white girl has sex with black guy ,hiv infection oral sex white girl sex black guy,1
plz sign  #japan  #bullying #tweet4taiji ,plz sign japan bullying tweettaiji,1
I am so going to #CarolinaRebellion 2015!! Awesome awesome lineup! So much better than #Coachella2015,going carolinarebellion awesome awesome lineup much better coachella,1
"i dont get it, why isnt @MIAuniverse  on this list/?&gt;&gt;&gt;??!!! #coachellalineup  #CoachellaProbs #Coachella2015 http://t.co/LNgxEVYVwp",get list coachellalineup coachellaprobs coachella,1
@user this sums up why i voted for #brexit; not  or #littleenglander syndrome but sovereignty and democracy   ,sum voted brexit littleenglander syndrome sovereignty democracy,1
"""black lives matter #bml except for mine apparently"". have the patience 2 watch this all the way through   #jo",black life matter bml except mine apparently patience watch way jo,1
@user go fuck yourself richie. we like it and it's not going anywhere! ð¤ ,go fuck richie like going anywhere,1
#Coachella2015 PLEASEEEEEEEEEEEEEEEE :(,coachella pleaseeeeeeeeeeeeeeee,1
I bet a lot of folks are buying #Coachella2015 tickets just because of @Drake #insert -_- face,bet lot folk buying coachella ticket insert face,1
#people aren't protesting #trump because a #republican won-they do so because trump has fuhered  &amp;â¦ ,people protesting trump republican wonthey trump fuhered,1
"@user #allahsoil the more familiar we become, the more difficult it is to stereotype. . â¦   #emiratiâ¦",allahsoil familiar become difficult stereotype emirati,1
@user you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
@user the term  works both ways for those of you all too happy to keep bandying it about!! #justsaying,term work way happy keep bandying justsaying,1
just pre-ordered this. it sounds a really great book ,preordered sound really great book,1
The fact that #Coachella2015 is a possibility _Ù÷©_Ù÷©_Ù÷©,fact coachella possibility,1
i despise this  #antiamerican #muslimpos @user &amp; everything he stands for! trying to destroy the usaâ¦ ,despise antiamerican muslimpos everything stand trying destroy usa,1
"#sikh #temple vandalised in in #calgary, #wso condemns  act  ",sikh temple vandalised calgary wso condemns act,1
#Coachella2015 looks insane,coachella look insane,1
@user @user  america is great without you assholes.  #xenophobia and #lockerroomtalk aren't what #maga #notmypresident,america great without asshole xenophobia lockerroomtalk maga notmypresident,1
@user you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
@user the major kind of  that people arenât talking enough about  via @user #environmental #â¦,major kind people arent talking enough via environmental,1
#theresistance #notmypresident not ever #treason @user #narcissist  #gaslighting ,theresistance notmypresident ever treason narcissist gaslighting,1
@user what america owes #blacks    #africanamerican #reparations now,america owes black africanamerican reparation,1
just saying they would have let a guy fall to the ground and get wailed on for 10 seconds before calling the fight  @user,saying would let guy fall ground get wailed second calling fight,1
@user i'm not interested in a #linguistics that doesn't address #race &amp; . racism is about #power. #raciolinguistics bringsâ¦,interested linguistics address race racism power raciolinguistics brings,1
awesome. black man gets kkk members to disavow by befriending them   #blacklivesmatter,awesome black man get kkk member disavow befriending blacklivesmatter,1
@user @user @user because we have been #shuckin'andjivin for the  #democraticpay that only want our vote!,shuckinandjivin democraticpay want vote,1
"trophy. i have always been one. by @user  ""educate yourself,""   #saturdayblogshareâ¦ ",trophy always one educate saturdayblogshare,1
